time_s,tau_cmd_0,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_ext_0,tau_ext_1,tau_ext_2,tau_ext_3,tau_ext_4,tau_ext_5,tau_ext_6,q_state_0,q_state_1,q_state_2,q_state_3,q_state_4,q_state_5,q_state_6,dq_state_0,dq_state_1,dq_state_2,dq_state_3,dq_state_4,dq_state_5,dq_state_6
8.687046,-1.129221,-1.305630,1.225085,0.096318,-1.059106,-0.597595,0.546742,-0.445414,-0.482435,0.478620,0.614838,-0.518950,-0.335312,0.318220,-2.637099,-0.524805,1.681129,-1.666571,-1.453517,3.533829,0.623197,-0.005987,-0.350938,0.344302,0.120145,-0.128978,-0.129331,0.444818
8.688004,-1.132261,-1.304501,1.216493,0.096294,-1.057738,-0.595823,0.547044,-0.411315,-0.520823,0.515190,0.615602,-0.518578,-0.334407,0.318151,-2.637101,-0.525154,1.681466,-1.666452,-1.453639,3.533692,0.623644,-0.004142,-0.350370,0.343214,0.120262,-0.126607,-0.130305,0.444828
8.688972,-1.134822,-1.306200,1.215458,0.100059,-1.056638,-0.594247,0.546739,-0.377571,-0.561308,0.553904,0.613331,-0.518566,-0.333470,0.318011,-2.637106,-0.525499,1.681816,-1.666330,-1.453765,3.533558,0.624088,-0.003784,-0.349035,0.344761,0.121575,-0.127493,-0.131652,0.442930
8.689979,-1.136054,-1.301279,1.211869,0.100905,-1.055560,-0.592765,0.545580,-0.346824,-0.602370,0.592715,0.607370,-0.519001,-0.332631,0.317833,-2.637108,-0.525837,1.682155,-1.666215,-1.453893,3.533423,0.624524,-0.003688,-0.346393,0.342613,0.119239,-0.128067,-0.132792,0.442316
8.691056,-1.141878,-1.305409,1.205611,0.105881,-1.056712,-0.590478,0.545584,-0.315852,-0.645027,0.633685,0.599388,-0.519631,-0.331659,0.317634,-2.637113,-0.526187,1.682493,-1.666094,-1.454022,3.533285,0.624969,-0.004274,-0.347062,0.341853,0.119925,-0.128643,-0.133840,0.443398
8.692036,-1.148297,-1.302648,1.202203,0.107312,-1.057515,-0.590621,0.544327,-0.283733,-0.688503,0.676700,0.590690,-0.520273,-0.330433,0.317438,-2.637113,-0.526522,1.682838,-1.665985,-1.454146,3.533149,0.625413,-0.002685,-0.343460,0.342460,0.117013,-0.127067,-0.135746,0.442153
8.693043,-1.148848,-1.307156,1.195937,0.110075,-1.056461,-0.591782,0.542363,-0.253705,-0.730685,0.718744,0.581104,-0.520983,-0.329159,0.317261,-2.637111,-0.526863,1.683174,-1.665868,-1.454269,3.533015,0.625853,-0.000723,-0.343084,0.341579,0.117079,-0.125799,-0.135156,0.443446
8.693955,-1.150275,-1.298785,1.193845,0.111895,-1.057340,-0.589371,0.542908,-0.227493,-0.771229,0.758651,0.569991,-0.521866,-0.328048,0.317108,-2.637116,-0.527191,1.683518,-1.665755,-1.454398,3.532886,0.626304,-0.001674,-0.339235,0.342090,0.115991,-0.126370,-0.133608,0.446108
8.694972,-1.155896,-1.299345,1.188641,0.114395,-1.057012,-0.586749,0.542131,-0.202825,-0.810693,0.797792,0.558081,-0.522811,-0.327005,0.316980,-2.637119,-0.527537,1.683855,-1.665642,-1.454519,3.532746,0.626740,-0.002056,-0.341468,0.340423,0.115447,-0.124977,-0.135571,0.443702
8.695975,-1.158627,-1.293423,1.187983,0.115452,-1.058626,-0.584130,0.540443,-0.179042,-0.847338,0.835680,0.546295,-0.523679,-0.325899,0.316887,-2.637117,-0.527875,1.684191,-1.665529,-1.454643,3.532600,0.627186,-0.000525,-0.339484,0.340520,0.114688,-0.124874,-0.137720,0.444029
8.696969,-1.161242,-1.286874,1.177788,0.119467,-1.059407,-0.584923,0.541973,-0.157994,-0.879429,0.870734,0.534022,-0.524536,-0.324751,0.316853,-2.637117,-0.528215,1.684525,-1.665412,-1.454762,3.532456,0.627641,-0.000420,-0.340761,0.338315,0.115233,-0.122831,-0.139872,0.446128
8.698064,-1.162710,-1.286394,1.175768,0.117900,-1.060732,-0.582960,0.541917,-0.141742,-0.904330,0.900488,0.521483,-0.525369,-0.323625,0.316872,-2.637118,-0.528561,1.684870,-1.665306,-1.454878,3.532319,0.628072,-0.000344,-0.342219,0.340791,0.112990,-0.121676,-0.138611,0.441803
8.699176,-1.167103,-1.279841,1.170507,0.121997,-1.060607,-0.582591,0.541337,-0.131955,-0.919979,0.922804,0.508842,-0.526182,-0.322595,0.316912,-2.637118,-0.528898,1.685210,-1.665183,-1.454996,3.532174,0.628513,-0.000980,-0.340956,0.339308,0.116448,-0.120020,-0.140159,0.440754
8.700035,-1.172712,-1.276945,1.163395,0.123956,-1.062533,-0.581781,0.541837,-0.128234,-0.928078,0.938801,0.494938,-0.527121,-0.321653,0.316969,-2.637116,-0.529247,1.685551,-1.665072,-1.455115,3.532033,0.628958,-0.000185,-0.342694,0.339518,0.114490,-0.119843,-0.140104,0.440726
8.701004,-1.169801,-1.270026,1.156908,0.126374,-1.064516,-0.581436,0.542799,-0.131519,-0.928195,0.947532,0.480018,-0.528168,-0.320889,0.317037,-2.637112,-0.529593,1.685888,-1.664958,-1.455227,3.531888,0.629388,0.001506,-0.341989,0.340306,0.113554,-0.117438,-0.140382,0.438433
8.702088,-1.175402,-1.266609,1.152107,0.129187,-1.065590,-0.580866,0.544897,-0.141917,-0.919347,0.947794,0.465586,-0.529209,-0.320340,0.317078,-2.637119,-0.529937,1.686231,-1.664849,-1.455340,3.531746,0.629820,-0.001114,-0.343623,0.340878,0.112762,-0.115088,-0.140257,0.435280
8.703023,-1.175668,-1.260637,1.146371,0.128921,-1.066489,-0.579336,0.543348,-0.156531,-0.902906,0.941322,0.452872,-0.530167,-0.319817,0.317054,-2.637114,-0.530281,1.686577,-1.664740,-1.455453,3.531605,0.630235,0.000309,-0.343744,0.340734,0.112083,-0.113742,-0.140409,0.429969
8.703997,-1.181147,-1.259505,1.140760,0.132932,-1.066897,-0.577301,0.544118,-0.174303,-0.880533,0.929502,0.441430,-0.531148,-0.319244,0.316990,-2.637115,-0.530630,1.686915,-1.664624,-1.455560,3.531460,0.630666,-0.000736,-0.344748,0.340939,0.113661,-0.112506,-0.141445,0.431903
8.705141,-1.182674,-1.257096,1.132102,0.135236,-1.068261,-0.575113,0.546431,-0.194918,-0.854409,0.913623,0.430298,-0.532291,-0.318651,0.316927,-2.637112,-0.530970,1.687256,-1.664517,-1.455671,3.531317,0.631084,0.000771,-0.343493,0.341089,0.111313,-0.111753,-0.143007,0.429153
8.706155,-1.185408,-1.256127,1.124984,0.137493,-1.067550,-0.575421,0.545948,-0.217655,-0.826356,0.894554,0.419733,-0.533572,-0.318113,0.316860,-2.637113,-0.531317,1.687598,-1.664407,-1.455777,3.531167,0.631499,0.000103,-0.343241,0.343033,0.111402,-0.110216,-0.144749,0.423437
8.706991,-1.186749,-1.249341,1.117480,0.142013,-1.068976,-0.572474,0.546072,-0.242237,-0.797653,0.872612,0.409887,-0.534965,-0.317755,0.316802,-2.637113,-0.531652,1.687944,-1.664299,-1.455889,3.531025,0.631924,0.000211,-0.342075,0.343943,0.110965,-0.110618,-0.143957,0.423290
8.707986,-1.185677,-1.245243,1.115260,0.144135,-1.069447,-0.571953,0.547525,-0.267506,-0.768758,0.848236,0.401812,-0.536306,-0.317609,0.316773,-2.637115,-0.532000,1.688295,-1.664197,-1.455993,3.530871,0.632339,-0.000147,-0.343286,0.344717,0.107620,-0.108780,-0.146340,0.421807
8.708982,-1.185229,-1.240773,1.111021,0.146767,-1.069079,-0.571204,0.547596,-0.289843,-0.740304,0.823391,0.397744,-0.537252,-0.317485,0.316758,-2.637121,-0.532347,1.688634,-1.664089,-1.456101,3.530724,0.632751,-0.001874,-0.343498,0.343218,0.107301,-0.108016,-0.146349,0.417745
8.710029,-1.188268,-1.242648,1.110326,0.149374,-1.068901,-0.569360,0.546162,-0.304194,-0.715267,0.802428,0.398468,-0.537598,-0.317094,0.316743,-2.637126,-0.532691,1.688979,-1.663984,-1.456210,3.530575,0.633165,-0.003274,-0.343958,0.342691,0.106507,-0.108081,-0.146598,0.416499
8.711095,-1.185488,-1.233185,1.099960,0.153466,-1.069976,-0.567755,0.548159,-0.307335,-0.697906,0.789613,0.402763,-0.537358,-0.316320,0.316732,-2.637130,-0.533026,1.689310,-1.663880,-1.456316,3.530424,0.633581,-0.002998,-0.341429,0.340604,0.105981,-0.108014,-0.147958,0.418279
8.712020,-1.190402,-1.232163,1.095643,0.155712,-1.071562,-0.566209,0.549215,-0.299655,-0.688689,0.785127,0.409914,-0.536532,-0.315168,0.316725,-2.637140,-0.533373,1.689660,-1.663778,-1.456419,3.530273,0.633987,-0.005628,-0.344558,0.343216,0.104082,-0.106728,-0.149074,0.413150
8.712998,-1.191470,-1.226779,1.089891,0.161491,-1.073858,-0.564326,0.548082,-0.285353,-0.683171,0.784513,0.419939,-0.535125,-0.313730,0.316696,-2.637141,-0.533715,1.690003,-1.663678,-1.456522,3.530117,0.634385,-0.004275,-0.343093,0.342602,0.103488,-0.104827,-0.150046,0.409950
8.714053,-1.193322,-1.227711,1.091473,0.163216,-1.076679,-0.564672,0.549697,-0.268240,-0.678596,0.784558,0.432311,-0.533269,-0.312135,0.316642,-2.637147,-0.534062,1.690344,-1.663586,-1.456619,3.529960,0.634798,-0.004907,-0.343944,0.342843,0.099752,-0.102322,-0.151374,0.411119
8.714998,-1.196302,-1.228150,1.083801,0.163900,-1.079769,-0.562045,0.551287,-0.247274,-0.677118,0.787282,0.446385,-0.531112,-0.310335,0.316562,-2.637153,-0.534397,1.690680,-1.663487,-1.456716,3.529810,0.635198,-0.005230,-0.341912,0.339556,0.100304,-0.099349,-0.150520,0.406785
8.716015,-1.197377,-1.228440,1.074991,0.169604,-1.079716,-0.561703,0.551087,-0.221152,-0.683297,0.796388,0.459415,-0.529081,-0.308310,0.316434,-2.637156,-0.534733,1.691020,-1.663384,-1.456803,3.529653,0.635583,-0.004872,-0.339882,0.340759,0.101287,-0.096123,-0.152605,0.402563
8.717033,-1.205824,-1.224432,1.069967,0.172499,-1.080920,-0.561445,0.550496,-0.192317,-0.697791,0.811038,0.469395,-0.527550,-0.306254,0.316243,-2.637163,-0.535064,1.691367,-1.663294,-1.456900,3.529499,0.635985,-0.005531,-0.338161,0.342516,0.097819,-0.096032,-0.152398,0.401922
8.718036,-1.207357,-1.221869,1.065277,0.175030,-1.083322,-0.562398,0.552131,-0.165392,-0.715906,0.825977,0.477313,-0.526515,-0.304456,0.316003,-2.637160,-0.535406,1.691710,-1.663198,-1.456993,3.529348,0.636387,-0.002583,-0.338479,0.342405,0.097115,-0.094685,-0.152147,0.402036
8.718972,-1.208403,-1.220315,1.068646,0.178858,-1.083974,-0.563377,0.553160,-0.144965,-0.733430,0.836904,0.483031,-0.526052,-0.303166,0.315721,-2.637164,-0.535744,1.692048,-1.663103,-1.457081,3.529201,0.636769,-0.003055,-0.338049,0.342190,0.096672,-0.092176,-0.150693,0.397716
8.720025,-1.209947,-1.212144,1.063695,0.183010,-1.082118,-0.561980,0.552178,-0.128109,-0.752134,0.846723,0.486684,-0.526121,-0.302214,0.315391,-2.637169,-0.536078,1.692379,-1.663013,-1.457171,3.529056,0.637159,-0.003634,-0.337016,0.337881,0.094772,-0.091372,-0.149213,0.394603
8.721051,-1.211135,-1.208393,1.065694,0.185651,-1.083446,-0.559877,0.552082,-0.108037,-0.774592,0.860456,0.490600,-0.526340,-0.301179,0.315049,-2.637175,-0.536423,1.692719,-1.662924,-1.457265,3.528903,0.637554,-0.004111,-0.339479,0.337888,0.093089,-0.093139,-0.150131,0.395576
8.721966,-1.213441,-1.203857,1.056697,0.187834,-1.083262,-0.558930,0.552184,-0.082828,-0.799005,0.878395,0.496633,-0.526373,-0.299841,0.314744,-2.637181,-0.536763,1.693048,-1.662832,-1.457352,3.528749,0.637949,-0.004726,-0.339661,0.334429,0.092736,-0.091710,-0.151720,0.394707
8.723134,-1.217267,-1.205295,1.052862,0.189411,-1.083612,-0.556197,0.552685,-0.053940,-0.823533,0.899161,0.504382,-0.526176,-0.298226,0.314475,-2.637186,-0.537102,1.693389,-1.662742,-1.457444,3.528596,0.638336,-0.004653,-0.340017,0.336248,0.092410,-0.091699,-0.152098,0.393434
8.724025,-1.221403,-1.200689,1.049265,0.193017,-1.083661,-0.555544,0.548338,-0.025598,-0.846997,0.920168,0.511629,-0.525947,-0.296614,0.314246,-2.637188,-0.537438,1.693720,-1.662646,-1.457531,3.528438,0.638726,-0.004164,-0.337989,0.335909,0.093652,-0.091388,-0.154355,0.391473
8.725026,-1.223554,-1.197298,1.043162,0.195987,-1.086838,-0.554079,0.548650,-0.001147,-0.869014,0.939627,0.516532,-0.525836,-0.295231,0.314118,-2.637190,-0.537772,1.694055,-1.662558,-1.457622,3.528281,0.639144,-0.003180,-0.338395,0.335003,0.091789,-0.091123,-0.154397,0.399058
8.726015,-1.227105,-1.192329,1.036082,0.199718,-1.088264,-0.553224,0.549403,0.018491,-0.888494,0.956464,0.519451,-0.525766,-0.294105,0.314117,-2.637195,-0.538110,1.694390,-1.662470,-1.457703,3.528126,0.639533,-0.003314,-0.338392,0.335530,0.091098,-0.087886,-0.155333,0.397309
8.726957,-1.231596,-1.196887,1.031111,0.201537,-1.088749,-0.552983,0.547671,0.032069,-0.902660,0.968328,0.521660,-0.525625,-0.293234,0.314174,-2.637197,-0.538451,1.694728,-1.662386,-1.457784,3.527968,0.639925,-0.002532,-0.338734,0.336253,0.089047,-0.086307,-0.155532,0.394548
8.728031,-1.234260,-1.191180,1.023929,0.205846,-1.088361,-0.549801,0.545532,0.039584,-0.912129,0.975286,0.523330,-0.525458,-0.292657,0.314245,-2.637196,-0.538774,1.695063,-1.662301,-1.457868,3.527816,0.640330,-0.001077,-0.334006,0.335629,0.088090,-0.085467,-0.155055,0.396558
8.729020,-1.237689,-1.189248,1.019917,0.206864,-1.091291,-0.548163,0.544071,0.043006,-0.919953,0.979674,0.524563,-0.525311,-0.292348,0.314346,-2.637195,-0.539110,1.695396,-1.662219,-1.457955,3.527653,0.640733,-0.000651,-0.334550,0.336295,0.085111,-0.085538,-0.157509,0.399366
8.729982,-1.240829,-1.186967,1.008051,0.206703,-1.092727,-0.547807,0.545278,0.043584,-0.926332,0.982129,0.526147,-0.525144,-0.292158,0.314470,-2.637193,-0.539436,1.695730,-1.662132,-1.458030,3.527492,0.641139,0.000224,-0.333128,0.335251,0.085090,-0.082315,-0.158372,0.400770
8.731148,-1.245112,-1.184568,1.007164,0.210201,-1.091066,-0.548261,0.543605,0.039548,-0.930421,0.981507,0.526838,-0.525193,-0.292095,0.314583,-2.637190,-0.539764,1.696076,-1.662044,-1.458107,3.527333,0.641525,0.000957,-0.331843,0.338027,0.086115,-0.080606,-0.157963,0.396877
8.732014,-1.246968,-1.177397,0.997543,0.210104,-1.089421,-0.548797,0.541945,0.029136,-0.932252,0.977061,0.525068,-0.525700,-0.292276,0.314680,-2.637185,-0.540094,1.696405,-1.661962,-1.458192,3.527178,0.641935,0.002076,-0.330898,0.335615,0.084219,-0.082042,-0.156819,0.398784
8.733102,-1.247721,-1.171647,0.994978,0.212077,-1.091530,-0.549493,0.542801,0.013060,-0.931261,0.968883,0.521564,-0.526537,-0.292686,0.314788,-2.637182,-0.540426,1.696747,-1.661876,-1.458275,3.527026,0.642342,0.002233,-0.331873,0.337221,0.084930,-0.083287,-0.155546,0.400583
8.734106,-1.251746,-1.164107,0.986132,0.213957,-1.091654,-0.549354,0.541327,-0.007537,-0.926143,0.956965,0.517384,-0.527516,-0.293244,0.314906,-2.637179,-0.540761,1.697082,-1.661793,-1.458349,3.526874,0.642727,0.001670,-0.332422,0.335518,0.084311,-0.080947,-0.154167,0.397415
8.735040,-1.253612,-1.162018,0.981632,0.214361,-1.091732,-0.548293,0.539241,-0.032157,-0.915373,0.940789,0.513306,-0.528507,-0.293918,0.315019,-2.637174,-0.541099,1.697418,-1.661709,-1.458430,3.526720,0.643129,0.002808,-0.333719,0.336938,0.083525,-0.080539,-0.153603,0.398923
8.735999,-1.253645,-1.153381,0.973403,0.216727,-1.092140,-0.547662,0.537793,-0.061056,-0.898524,0.919951,0.509294,-0.529487,-0.294761,0.315151,-2.637172,-0.541423,1.697752,-1.661626,-1.458508,3.526570,0.643541,0.002927,-0.332299,0.336078,0.084013,-0.080154,-0.153964,0.401578
8.737100,-1.255005,-1.150740,0.967532,0.216608,-1.093838,-0.545912,0.538670,-0.092805,-0.876905,0.895718,0.505303,-0.530430,-0.295711,0.315328,-2.637170,-0.541762,1.698089,-1.661547,-1.458584,3.526418,0.643945,0.002113,-0.334083,0.337105,0.082685,-0.079461,-0.153882,0.402961
8.738091,-1.259184,-1.145178,0.960312,0.219993,-1.092823,-0.544617,0.536682,-0.158284,-0.823946,0.842144,0.497838,-0.532113,-0.297442,0.315667,-2.637163,-0.542430,1.698769,-1.661385,-1.458735,3.526102,0.644742,0.003094,-0.333420,0.337546,0.081968,-0.078343,-0.155474,0.402262
8.738977,-1.258496,-1.143294,0.954017,0.220559,-1.092166,-0.545165,0.535125,-0.158284,-0.823946,0.842144,0.497838,-0.532113,-0.297442,0.315667,-2.637163,-0.542430,1.698769,-1.661385,-1.458735,3.526102,0.644742,0.003094,-0.333420,0.337546,0.081968,-0.078343,-0.155474,0.402262
8.740026,-1.261755,-1.136923,0.941772,0.221745,-1.093684,-0.544731,0.535048,-0.191025,-0.795179,0.814186,0.494004,-0.532933,-0.298173,0.315789,-2.637165,-0.542761,1.699104,-1.661301,-1.458813,3.525948,0.645150,0.002012,-0.331745,0.337552,0.082153,-0.078653,-0.154169,0.403847
8.741021,-1.262102,-1.127677,0.934070,0.224601,-1.094763,-0.545184,0.535215,-0.223767,-0.766042,0.785525,0.490076,-0.533813,-0.298813,0.315868,-2.637161,-0.543091,1.699450,-1.661220,-1.458888,3.525795,0.645546,0.002743,-0.332643,0.340581,0.082251,-0.076900,-0.153917,0.402515
8.741958,-1.264010,-1.123614,0.928828,0.225655,-1.093075,-0.547040,0.533493,-0.259929,-0.733280,0.752364,0.486089,-0.534869,-0.299468,0.315849,-2.637160,-0.543431,1.699791,-1.661142,-1.458959,3.525645,0.645949,0.002068,-0.334753,0.341301,0.080578,-0.075609,-0.152761,0.400684
8.743092,-1.269373,-1.119897,0.927349,0.228885,-1.093523,-0.548197,0.532180,-0.299804,-0.695301,0.713487,0.483083,-0.536054,-0.300116,0.315739,-2.637158,-0.543762,1.700133,-1.661062,-1.459042,3.525502,0.646357,0.002226,-0.334239,0.340723,0.080501,-0.076969,-0.150231,0.402651
8.744029,-1.262704,-1.112741,0.919687,0.230116,-1.092568,-0.548256,0.534189,-0.339944,-0.656329,0.672974,0.480943,-0.537372,-0.300693,0.315593,-2.637151,-0.544100,1.700473,-1.660987,-1.459116,3.525359,0.646761,0.003892,-0.333816,0.338492,0.078949,-0.076328,-0.148456,0.403794
8.745033,-1.265218,-1.104675,0.912059,0.230112,-1.093296,-0.548584,0.535207,-0.375742,-0.620912,0.635592,0.479985,-0.538736,-0.301056,0.315398,-2.637159,-0.544441,1.700810,-1.660908,-1.459189,3.525211,0.647147,-0.000175,-0.334780,0.339227,0.078738,-0.077041,-0.147717,0.398279
8.746090,-1.264655,-1.093681,0.907198,0.231904,-1.091392,-0.548593,0.531932,-0.404653,-0.589666,0.602822,0.481097,-0.540013,-0.301072,0.315130,-2.637157,-0.544778,1.701149,-1.660829,-1.459264,3.525066,0.647541,0.000271,-0.336347,0.339962,0.079940,-0.076051,-0.146730,0.394814
8.747068,-1.262041,-1.090011,0.903473,0.233175,-1.088768,-0.547651,0.533074,-0.429644,-0.559443,0.571735,0.483837,-0.541223,-0.300911,0.314866,-2.637158,-0.545123,1.701486,-1.660749,-1.459348,3.524920,0.647944,-0.000890,-0.339362,0.339380,0.079483,-0.077667,-0.146068,0.399965
8.747998,-1.262812,-1.078191,0.904439,0.232146,-1.090857,-0.547504,0.535283,-0.450484,-0.529781,0.542473,0.488537,-0.542208,-0.300594,0.314667,-2.637164,-0.545456,1.701823,-1.660669,-1.459431,3.524770,0.648332,-0.002940,-0.338689,0.338158,0.079317,-0.079962,-0.146327,0.396160
8.749013,-1.265008,-1.082914,0.897618,0.234446,-1.090334,-0.547929,0.533411,-0.462953,-0.504537,0.519594,0.495108,-0.542815,-0.299894,0.314515,-2.637168,-0.545806,1.702156,-1.660585,-1.459504,3.524627,0.648707,-0.003267,-0.341897,0.334571,0.081196,-0.077570,-0.145800,0.390336
8.749974,-1.264436,-1.076288,0.887878,0.236344,-1.089877,-0.551088,0.530754,-0.466244,-0.487715,0.506016,0.501458,-0.543223,-0.298823,0.314426,-2.637170,-0.546136,1.702491,-1.660505,-1.459582,3.524485,0.649102,-0.002978,-0.337075,0.335004,0.080093,-0.077846,-0.144728,0.392709
8.751055,-1.266510,-1.071029,0.878124,0.238196,-1.089701,-0.553069,0.534254,-0.462548,-0.480825,0.500919,0.506639,-0.543583,-0.297661,0.314447,-2.637176,-0.546473,1.702832,-1.660430,-1.459661,3.524352,0.649507,-0.004000,-0.337903,0.336740,0.079353,-0.077995,-0.140948,0.396537
8.752031,-1.270425,-1.062810,0.875809,0.238614,-1.090766,-0.553296,0.534939,-0.456893,-0.479654,0.498839,0.511468,-0.543869,-0.296733,0.314544,-2.637180,-0.546815,1.703178,-1.660349,-1.459736,3.524220,0.649884,-0.003804,-0.338104,0.338534,0.078895,-0.077958,-0.138409,0.388039
8.752990,-1.271763,-1.055451,0.873965,0.240246,-1.087908,-0.554364,0.531025,-0.454903,-0.478809,0.494240,0.515798,-0.544165,-0.296245,0.314638,-2.637180,-0.547158,1.703508,-1.660268,-1.459812,3.524081,0.650260,-0.002641,-0.339638,0.336657,0.079542,-0.076614,-0.137574,0.385341
8.754068,-1.272312,-1.051501,0.868592,0.242827,-1.087405,-0.555466,0.532061,-0.457499,-0.477290,0.486842,0.519034,-0.544573,-0.296130,0.314731,-2.637183,-0.547501,1.703840,-1.660190,-1.459896,3.523949,0.650656,-0.002750,-0.340698,0.334541,0.079000,-0.079151,-0.135905,0.391792
8.755040,-1.274122,-1.045111,0.856325,0.243462,-1.085686,-0.555816,0.532755,-0.461147,-0.476641,0.479580,0.522232,-0.544970,-0.296157,0.314845,-2.637187,-0.547842,1.704171,-1.660113,-1.459976,3.523816,0.651039,-0.003327,-0.340243,0.334340,0.077878,-0.079376,-0.134230,0.388223
8.755989,-1.278607,-1.041065,0.856406,0.243586,-1.083074,-0.557063,0.531712,-0.472554,-0.475031,0.462787,0.530266,-0.545683,-0.296784,0.315042,-2.637187,-0.548523,1.704847,-1.659955,-1.460144,3.523557,0.651805,-0.001751,-0.340289,0.334187,0.079273,-0.083013,-0.131478,0.386138
8.757079,-1.275734,-1.035362,0.857996,0.243900,-1.081134,-0.557244,0.528769,-0.472554,-0.475031,0.462787,0.530266,-0.545683,-0.296784,0.315042,-2.637187,-0.548523,1.704847,-1.659955,-1.460144,3.523557,0.651805,-0.001751,-0.340289,0.334187,0.079273,-0.083013,-0.131478,0.386138
8.758064,-1.276074,-1.032313,0.854796,0.244789,-1.080606,-0.558065,0.530688,-0.479785,-0.476547,0.455639,0.532551,-0.546280,-0.297374,0.315227,-2.637196,-0.548867,1.705167,-1.659873,-1.460230,3.523423,0.652211,-0.004016,-0.340729,0.330615,0.080360,-0.084631,-0.130731,0.390570
8.758984,-1.277335,-1.029037,0.849240,0.245557,-1.080205,-0.558010,0.531480,-0.478915,-0.486642,0.458418,0.533480,-0.546937,-0.297586,0.315494,-2.637201,-0.549203,1.705495,-1.659792,-1.460313,3.523297,0.652584,-0.004593,-0.339737,0.329275,0.080542,-0.084816,-0.129354,0.385265
8.760071,-1.282152,-1.025234,0.846393,0.250915,-1.080695,-0.560010,0.528583,-0.467977,-0.506344,0.472623,0.533316,-0.547570,-0.297276,0.315780,-2.637204,-0.549540,1.705820,-1.659712,-1.460398,3.523167,0.652955,-0.004676,-0.338773,0.329071,0.080698,-0.084831,-0.128830,0.382333
8.761010,-1.282833,-1.023391,0.842645,0.251101,-1.078764,-0.559728,0.529192,-0.450164,-0.532629,0.494675,0.532600,-0.548106,-0.296632,0.316077,-2.637203,-0.549873,1.706147,-1.659641,-1.460479,3.523047,0.653351,-0.003168,-0.338375,0.327628,0.076940,-0.084061,-0.126322,0.386750
8.761975,-1.280517,-1.019722,0.838759,0.254857,-1.081018,-0.559455,0.530016,-0.427735,-0.562841,0.521762,0.532304,-0.548416,-0.295795,0.316418,-2.637207,-0.550209,1.706474,-1.659562,-1.460571,3.522926,0.653729,-0.003574,-0.336722,0.326515,0.077798,-0.085574,-0.126096,0.384068
8.763116,-1.286728,-1.012738,0.836403,0.254194,-1.080332,-0.559902,0.531816,-0.399326,-0.597262,0.554633,0.532978,-0.548416,-0.294631,0.316763,-2.637217,-0.550545,1.706792,-1.659492,-1.460647,3.522802,0.654102,-0.005431,-0.336038,0.325597,0.075317,-0.083004,-0.125824,0.381041
8.764024,-1.292421,-1.011375,0.832626,0.256834,-1.080625,-0.560531,0.530956,-0.365581,-0.634661,0.592491,0.534197,-0.548185,-0.293052,0.317055,-2.637214,-0.550880,1.707112,-1.659412,-1.460734,3.522682,0.654472,-0.003267,-0.337310,0.324048,0.077622,-0.083423,-0.124888,0.376083
8.764976,-1.293161,-1.007257,0.824351,0.260596,-1.081784,-0.561947,0.531193,-0.333097,-0.671397,0.630623,0.533440,-0.548100,-0.291382,0.317318,-2.637213,-0.551211,1.707431,-1.659337,-1.460814,3.522557,0.654848,-0.001188,-0.335408,0.323012,0.075949,-0.082775,-0.123702,0.376464
8.765999,-1.298288,-1.005039,0.821890,0.262285,-1.081880,-0.560773,0.533538,-0.306041,-0.705004,0.665459,0.530122,-0.548339,-0.289943,0.317563,-2.637218,-0.551546,1.707759,-1.659268,-1.460892,3.522442,0.655217,-0.001573,-0.334949,0.324170,0.073442,-0.081310,-0.121783,0.374608
8.766972,-1.304428,-0.996072,0.820286,0.263161,-1.082556,-0.560393,0.532346,-0.284076,-0.734452,0.696016,0.525779,-0.548836,-0.288792,0.317721,-2.637215,-0.551875,1.708081,-1.659197,-1.460975,3.522319,0.655570,0.000129,-0.333698,0.322520,0.073231,-0.080905,-0.122460,0.368593
8.767977,-1.305559,-0.994619,0.819478,0.263957,-1.080020,-0.560313,0.532292,-0.268294,-0.758932,0.721593,0.519703,-0.549762,-0.287960,0.317770,-2.637208,-0.552216,1.708396,-1.659122,-1.461052,3.522198,0.655943,0.002316,-0.335643,0.320505,0.073566,-0.079940,-0.122308,0.369671
8.769077,-1.307080,-0.990697,0.814582,0.266708,-1.077238,-0.562637,0.532731,-0.258739,-0.778928,0.743048,0.510622,-0.551289,-0.287369,0.317775,-2.637209,-0.552546,1.708712,-1.659048,-1.461139,3.522079,0.656313,0.002031,-0.333948,0.318098,0.074097,-0.082144,-0.121882,0.368403
8.770054,-1.310286,-0.989575,0.809560,0.268666,-1.076387,-0.564017,0.532625,-0.251234,-0.797235,0.763878,0.499323,-0.553272,-0.286779,0.317754,-2.637207,-0.552877,1.709032,-1.658976,-1.461229,3.521965,0.656671,0.001863,-0.333656,0.317810,0.072987,-0.084587,-0.119081,0.366221
8.770980,-1.313197,-0.985252,0.804476,0.270097,-1.074556,-0.563817,0.532388,-0.243106,-0.815216,0.785472,0.487449,-0.555449,-0.286113,0.317680,-2.637203,-0.553208,1.709346,-1.658903,-1.461314,3.521849,0.657036,0.002615,-0.331765,0.317525,0.072305,-0.085059,-0.117219,0.365102
